property_type,surface_covered_in_m2,price_aprox_usd,state,lat,lon
apartment,66.0,39524.23,Distrito Federal,19.461416,-99.133163
apartment,69.0,28398.01,Distrito Federal,19.363469,-99.010141
apartment,330.0,500521.59,Distrito Federal,23.634501,-102.552788
apartment,60.0,104664.75,Distrito Federal,19.364005,-99.153602
house,150.0,583344.74,Distrito Federal,23.634501,-102.552788
apartment,184.0,374337.46,Distrito Federal,19.3023508,-99.1679459
apartment,99.0,163366.83,Distrito Federal,19.3747920646,-99.137270786
apartment,75.0,79575.45,Distrito Federal,19.440749,-99.141649
house,120.0,94835.67,Distrito Federal,19.346931,-99.025154
apartment,55.0,21795.44,Distrito Federal,19.45178,-99.15709
house,250.0,553339.27,Distrito Federal,19.381729,-99.164986
apartment,85.0,274496.58,Distrito Federal,19.443333,-99.202983
apartment,283.0,820000.0,Quintana Roo,21.1902642,-86.8198375
apartment,107.0,118070.41,Distrito Federal,19.39557,-99.132937
house,113100.0,4952529.47,Distrito Federal,19.3447,-99.212753
apartment,64.0,76395.4,Distrito Federal,19.478815,-99.196831
house,800.0,2500000.0,Distrito Federal,19.420166,-99.220367
house,210.0,84298.37,Distrito Federal,19.546411,-99.130511
store,303.0,65873.72,Quintana Roo,21.1463698,-86.8613971
apartment,85.0,24459.75,Distrito Federal,19.409843,-99.125509
apartment,110.0,30835.54,Distrito Federal,19.282895,-99.166933
house,193.0,98633.83,Distrito Federal,19.338268,-99.128173
house,442.0,385138.19,Distrito Federal,19.395451,-99.183774
house,150.0,134733.68,Distrito Federal,19.378562,-99.130993
apartment,85.0,192305.66,Distrito Federal,19.401331,-99.154029
apartment,126.0,97469.99,Distrito Federal,19.425758,-99.174333
apartment,115.0,175231.5,Distrito Federal,19.428324,-99.176337
apartment,83.0,139619.18,Distrito Federal,19.365031,-99.147736
apartment,120.0,516449.98,Distrito Federal,19.320576,-99.20929
apartment,90.0,70516.85,Distrito Federal,19.273713,-99.120741
apartment,108.0,107322.36,Distrito Federal,19.309713,-99.1262
house,180.0,94835.67,Benito Juárez,21.139641,-86.879738
apartment,80.0,86862.09,Distrito Federal,19.348122,-99.125716
house,450.0,242415.29,Quintana Roo,21.158964,-86.845937
apartment,93.0,110114.75,Distrito Federal,19.387579,-99.170353
apartment,75.0,76079.28,Distrito Federal,19.404442,-99.162688
house,245.0,121916.52,Solidaridad,20.679055,-87.050622
apartment,221.0,574282.67,Distrito Federal,19.393557,-99.265242
apartment,106.0,161826.53,Distrito Federal,19.362511,-99.166374
house,220.0,110050.31,Distrito Federal,19.396669,-99.067626
apartment,74.0,81664.04,Distrito Federal,19.384506,-99.135865
apartment,122.0,255529.44,Distrito Federal,19.390912,-99.172242
house,250.0,128735.73,Distrito Federal,19.362488,-99.108269
apartment,180.0,1027386.43,Distrito Federal,23.634501,-102.552788
apartment,241.0,558476.72,Distrito Federal,19.362619,-99.265706
house,140.0,144887.83,Distrito Federal,19.379863,-99.123453
apartment,69.0,31619.38,Distrito Federal,19.505199,-99.155991
house,265.0,674386.99,Distrito Federal,19.390415,-99.254997
apartment,73.0,57968.87,Distrito Federal,19.3883217,-99.1862188
house,157.0,129000.0,Quintana Roo,20.2088602,-87.4653115
apartment,80.0,220492.93,Distrito Federal,19.414597,-99.156686
apartment,127.0,104319.23,Distrito Federal,19.399028,-99.175227
house,308.0,226605.6,Distrito Federal,19.4615578,-99.130454
apartment,95.0,81242.55,Distrito Federal,19.362864,-99.173988
house,450.0,570000.0,Quintana Roo,20.628505,-87.079752
house,293.0,425000.0,Quintana Roo,20.618797,-87.086315
house,180.0,63223.78,Distrito Federal,19.364245,-99.302638
house,388.0,231875.5,Distrito Federal,19.462588021,-99.1328519441
apartment,65.0,94045.37,Distrito Federal,19.472155,-99.161186
apartment,62.0,186000.0,Quintana Roo,20.632206,-87.07283
house,96.0,68492.42,Distrito Federal,19.469769,-99.157379
apartment,133.0,99074.07,Distrito Federal,19.3152718515,-99.1075855494
apartment,56.0,37934.26,Distrito Federal,19.391754,-99.056058
house,130.0,188090.74,Distrito Federal,19.277746,-99.167284
apartment,188.0,474178.35,Distrito Federal,19.3634214999,-99.2763233185
apartment,60.0,105741.77,Distrito Federal,19.493973,-99.130394
house,210.0,83264.38,Quintana Roo,21.146414,-86.843369
apartment,37.0,165962.42,Distrito Federal,19.415513,-99.179369
apartment,82.0,79048.46,Quintana Roo,21.1902642,-86.8198375
apartment,70.0,71126.75,Distrito Federal,19.383446,-99.137643
house,2000.0,4500000.0,Quintana Roo,20.8478084,-86.8755342
apartment,100.0,175231.5,Distrito Federal,19.428324,-99.176337
apartment,75.0,53112.13,Distrito Federal,19.324386,-99.124228
house,117.0,71670.61,Quintana Roo,20.6295586,-87.0738851
apartment,60.0,27133.53,Distrito Federal,19.452689,-99.117987
house,280.0,126447.56,Distrito Federal,19.476545,-99.066788
apartment,72.0,50327.52,Distrito Federal,19.3915,-99.038137
apartment,128.0,331924.84,Distrito Federal,19.4070717,-99.1621603
apartment,180.0,189716.32,Distrito Federal,19.3428273,-99.1522157
house,395.0,37229.03,Distrito Federal,19.342911,-99.224472
apartment,122.0,173839.05,Distrito Federal,19.449148,-99.175534
house,180.0,115937.75,Quintana Roo,21.129547,-86.817017
apartment,89.0,98502.65,Distrito Federal,19.436264,-99.099608
apartment,60.0,18444.64,Distrito Federal,19.422676,-99.097893
apartment,180.0,287209.43,Distrito Federal,19.3049333,-99.1836755
apartment,70.0,32279.21,Distrito Federal,19.457685,-99.121754
apartment,136.0,253930.41,Distrito Federal,19.382013,-99.188522
apartment,65.0,38777.25,Distrito Federal,19.511198,-99.200576
apartment,47.0,33990.84,Distrito Federal,19.3916358,-99.0557268
house,72.0,58850.8,Distrito Federal,19.306983,-99.1804
apartment,120.0,263494.89,Distrito Federal,19.3024064,-99.2018433
house,660.0,1085598.95,Distrito Federal,19.3228543,-99.2059887
apartment,60.0,26027.12,Distrito Federal,19.404918,-99.1978
apartment,115.0,387245.65,Distrito Federal,19.437991,-99.188609
apartment,122.0,300000.0,Quintana Roo,20.6295586,-87.0738851
apartment,45.0,29504.43,Distrito Federal,19.402752,-99.098587
house,272.0,260798.09,Distrito Federal,19.33981,-99.216052
apartment,78.0,85878.96,Distrito Federal,19.396893,-99.152302
apartment,58.0,42676.05,Distrito Federal,19.443178,-99.144234
apartment,45.0,18444.64,Distrito Federal,19.4873329,-99.1236134
apartment,75.0,121354.51,Distrito Federal,19.397686,-99.161395
house,220.0,158059.45,Distrito Federal,19.365271,-99.232466
apartment,50.0,80139.33,Distrito Federal,19.4555330491,-99.1633956134
apartment,167.0,728654.07,Distrito Federal,23.634501,-102.552788
apartment,70.0,33982.78,Distrito Federal,19.448187,-99.161176
apartment,70.0,156706.83,Distrito Federal,19.386821,-99.164805
house,210.0,225024.63,Quintana Roo,20.65593,-87.05368
house,50.0,1690000.0,Quintana Roo,21.129547,-86.817017
house,232.0,210795.91,Distrito Federal,19.3393661,-99.1455392
house,222.0,205477.28,Quintana Roo,21.1473004962,-86.830727309
apartment,67.0,60076.83,Distrito Federal,19.461306,-99.127826
house,144.0,139619.18,Quintana Roo,20.6148304777,-87.1044373512
apartment,50.0,44203.95,Distrito Federal,19.419427,-99.067675
apartment,70.0,166489.28,Distrito Federal,19.384365,-99.156091
house,629.0,782579.82,Distrito Federal,19.38155587,-99.1729466245
house,400.0,159113.18,Distrito Federal,19.473623,-99.124863
apartment,340.0,65100.78,Distrito Federal,19.416847,-99.154596
apartment,63.0,51632.75,Distrito Federal,19.194247,-99.141976
house,115.0,124340.1,Distrito Federal,19.364233,-99.243773
apartment,94.0,131418.07,Distrito Federal,19.3338880248,-99.151327014
house,136.0,306635.33,Distrito Federal,19.325355,-99.232561
house,85.0,14857.58,Quintana Roo,21.151917,-86.899796
apartment,67.0,81664.04,Distrito Federal,19.474223,-99.18722
apartment,108.0,340345.2,Distrito Federal,19.4032833,-99.1821858
apartment,78.0,137017.34,Distrito Federal,19.3825040623,-99.1580399126
apartment,122.0,205526.01,Distrito Federal,19.408697,-99.181012
apartment,75.0,42823.57,Distrito Federal,19.489901,-99.192497
house,57.0,34555.77,Distrito Federal,19.325894,-99.059696
house,750.0,1475221.54,Distrito Federal,19.353921,-99.190427
apartment,90.0,93333.36,Distrito Federal,19.39177,-99.159996
apartment,300.0,189716.32,Quintana Roo,21.141269068,-86.8256378174
apartment,64.0,55320.8,Distrito Federal,19.385994,-99.106613
house,500.0,790484.67,Distrito Federal,19.341894,-99.224525
apartment,83.0,115910.26,Distrito Federal,19.368808,-99.112954
apartment,50.0,79029.72,Distrito Federal,19.404661,-99.133858
apartment,66.0,47191.28,Distrito Federal,19.30241,-99.109299
apartment,60.0,35475.54,Distrito Federal,19.455894,-99.18355
apartment,51.0,209165.34,Distrito Federal,19.440935,-99.188522
apartment,120.0,237089.17,Distrito Federal,19.41498,-99.177444
house,230.0,342086.61,Distrito Federal,19.417168,-99.230481
apartment,80.0,25299.31,Distrito Federal,19.383948,-99.067884
apartment,121.0,204686.98,Distrito Federal,19.368182,-99.176664
house,328.0,790297.25,Distrito Federal,19.353813,-99.163605
house,74.0,43350.43,Benito Juárez,21.137991,-86.870964
apartment,55.0,142253.5,Distrito Federal,19.372684,-99.183678
house,148.0,62171.47,Distrito Federal,19.357477,-99.075537
house,237.0,383294.16,Distrito Federal,19.3402891,-99.1989148
apartment,50.0,27486.01,Distrito Federal,19.422817,-99.058911
house,270.0,466385.95,Distrito Federal,19.315818,-99.227843
house,250.0,102612.19,Distrito Federal,19.480841,-99.067085
apartment,106.0,271035.92,Distrito Federal,19.331932,-99.246689
apartment,60.0,53399.87,Distrito Federal,19.2990233,-99.0436467
apartment,110.0,85527.7,Distrito Federal,19.347664,-99.125001
apartment,314.0,444726.6,Distrito Federal,19.381729,-99.164986
apartment,45.0,43181.84,Distrito Federal,19.399689,-99.188522
apartment,58.0,105372.96,Distrito Federal,19.492992,-99.149765
house,426.0,342086.61,Distrito Federal,19.423365,-99.224539
apartment,73.0,150830.86,Distrito Federal,19.3596034,-99.1514055
house,220.0,87703.06,Distrito Federal,19.360048,-99.299593
apartment,82.0,142253.5,Distrito Federal,19.381729,-99.164986
apartment,101.0,268764.29,Distrito Federal,19.39365,-99.14769
house,218.0,85899.33,Distrito Federal,19.41821,-99.152376
house,141.0,102957.29,Distrito Federal,19.3126089706,-99.1228191555
apartment,78.0,150156.47,Distrito Federal,19.322523,-99.141464
house,150.0,65873.72,Quintana Roo,21.1363144,-86.8403365
apartment,66.0,32138.75,Distrito Federal,19.446253,-99.157519
house,330.0,279304.58,Quintana Roo,21.139086,-86.84964
apartment,120.0,120652.04,Distrito Federal,19.367931,-99.170262
apartment,253.0,505910.19,Quintana Roo,21.129547,-86.817017
apartment,61.0,140525.38,Distrito Federal,19.364891,-99.148384
house,179.0,205526.01,Quintana Roo,21.0717887,-86.8881652
apartment,100.0,173865.39,Distrito Federal,19.394358,-99.177444
house,140.0,129112.49,Quintana Roo,20.626583,-87.078659
house,150.0,86953.31,Quintana Roo,21.082655,-86.857162
house,300.0,147522.15,Quintana Roo,21.139086,-86.84964
apartment,53.0,40568.59,Distrito Federal,19.383599,-99.190834
house,190.0,89567.02,Quintana Roo,18.511746,-88.316979
house,236.0,216803.59,Quintana Roo,21.082655,-86.857162
house,133.0,92023.21,Zacatecas,18.015418,-92.953393
apartment,90.0,280000.0,Quintana Roo,20.500913,-87.225068
house,70.0,41122.22,Distrito Federal,19.272198,-99.220178
apartment,0.0,73778.56,Distrito Federal,19.3305971,-99.0536536
apartment,117.0,269180.16,Distrito Federal,19.3503274,-99.2989735
apartment,74.0,38039.64,Distrito Federal,19.383251,-99.105499
apartment,90.0,46364.1,Distrito Federal,19.427118,-99.141954
apartment,62.0,140121.28,Distrito Federal,19.39912,-99.141464
apartment,80.0,60238.19,Distrito Federal,19.398983,-99.154034
apartment,90.0,123813.23,Distrito Federal,19.387131,-99.147493
apartment,90.0,90093.88,Distrito Federal,19.384371,-99.135965
apartment,75.0,84482.77,Distrito Federal,19.39557,-99.132937
apartment,127.0,104343.97,Distrito Federal,19.400249,-99.177444
apartment,64.0,68546.69,Distrito Federal,19.383446,-99.137643
apartment,85.0,131800.14,Distrito Federal,19.434723,-99.175887
apartment,70.0,44203.95,Distrito Federal,19.382649,-99.143384
apartment,54.0,33218.82,Distrito Federal,19.406759,-99.125172
house,400.0,737785.69,Distrito Federal,19.355921,-99.180214
apartment,349.0,2513000.0,Distrito Federal,19.433077,-99.198212
apartment,60.0,47628.58,Distrito Federal,19.49662,-99.185876
apartment,70.0,46375.1,Distrito Federal,19.39617,-99.13791
apartment,121.0,310729.14,Distrito Federal,19.394358,-99.177444
house,150.0,158059.45,Distrito Federal,23.634501,-102.552788
apartment,420.0,950000.0,Distrito Federal,19.401079,-99.24807
apartment,233.0,265000.0,Quintana Roo,20.4991035674,-87.2227642199
apartment,127.0,173865.39,Distrito Federal,19.39177,-99.159996
apartment,65.0,79029.72,Distrito Federal,19.370046,-99.146155
house,296.0,237089.17,Distrito Federal,19.523924,-99.151918
apartment,85.0,192305.66,Distrito Federal,19.3618265,-99.1542053
house,90.0,91147.61,Distrito Federal,19.35667,-99.235854
house,70.0,30558.16,Zacatecas,22.750736,-102.608537
apartment,110.0,51770.26,Distrito Federal,19.308573,-99.07088
apartment,60.0,46954.78,Distrito Federal,19.359901,-99.189606
apartment,89.0,189671.34,Distrito Federal,19.417364,-99.159454
apartment,80.0,79556.59,Distrito Federal,19.427754,-99.171109
apartment,85.0,77533.42,Distrito Federal,19.396705,-99.181902
house,128.0,110114.75,Solidaridad,20.647563,-87.075345
apartment,100.0,158059.45,Distrito Federal,19.340202,-99.257774
apartment,144.0,166528.77,Quintana Roo,21.1551822,-86.8218046
apartment,57.0,94308.8,Distrito Federal,19.298168,-99.113106
apartment,62.0,128536.81,Distrito Federal,19.39912,-99.141464
apartment,156.0,265234.0,Quintana Roo,20.6157480492,-87.0938821882
house,420.0,389932.66,Distrito Federal,19.401079,-99.24807
house,327.0,246104.22,Distrito Federal,19.3439785,-99.1248628
apartment,70.0,90093.88,Distrito Federal,19.369509,-99.172532
apartment,59.0,39567.54,Distrito Federal,19.456595,-99.20456
apartment,50.0,33200.35,Distrito Federal,19.4179232,-99.1483827
house,230.0,105397.95,Quintana Roo,21.161908,-86.8515279
house,491.0,595000.0,Quintana Roo,20.65593,-87.05368
house,360.0,231137.71,Distrito Federal,19.367024,-99.180497
apartment,255.0,440942.03,Distrito Federal,19.443178,-99.20237
house,140.0,150683.34,Distrito Federal,19.300504,-99.122136
apartment,203.0,388688.69,Quintana Roo,21.1903799,-86.8190064
apartment,86.0,32474.95,Distrito Federal,19.307754,-99.12497
apartment,97.0,190122.1,Distrito Federal,19.3813197,-99.1996895
apartment,50.0,43202.91,Distrito Federal,19.410307,-99.065399
apartment,80.0,64857.06,Distrito Federal,19.461871,-99.129227
house,550.0,2000000.0,Distrito Federal,19.420166,-99.220367
apartment,60.0,34387.36,Distrito Federal,19.527836,-99.169827
house,420.0,737785.69,Distrito Federal,19.4037619,-99.2513326
house,148.0,57433.27,Distrito Federal,19.456919,-99.105499
apartment,79.0,135057.59,Distrito Federal,19.3638234,-99.1444714
apartment,80.0,46943.65,Distrito Federal,19.359897,-99.18956
house,291.0,895670.22,Distrito Federal,19.420166,-99.220367
house,230.0,97493.1,Quintana Roo,21.117013009,-86.8487233455
apartment,284.0,890000.0,Quintana Roo,21.1902642,-86.8198375
apartment,44.0,27555.03,Distrito Federal,19.346609,-99.072311
apartment,70.0,60043.36,Distrito Federal,19.445816,-99.170462
apartment,85.0,192305.66,Distrito Federal,19.368544,-99.163605
house,297.0,294517.44,Distrito Federal,19.340695,-99.211606
apartment,60.0,81372.59,Distrito Federal,19.444865,-99.156877
apartment,100.0,163328.09,Distrito Federal,19.381729,-99.164986
apartment,62.0,96416.26,Distrito Federal,19.377369,-99.198052
apartment,42.0,26349.48,Distrito Federal,19.444584,-99.174675
apartment,70.0,61881.11,Distrito Federal,19.352333,-99.121169
house,0.0,105372.96,Distrito Federal,19.2725263642,-99.2171752453
apartment,254.0,545000.0,Solidaridad,20.626583,-87.078659
apartment,567.0,948356.7,Distrito Federal,19.390525,-99.179751
apartment,59.0,39567.54,Distrito Federal,19.456595,-99.20456
apartment,60.0,106690.12,Distrito Federal,19.328833,-99.133163
apartment,76.0,50327.52,Distrito Federal,19.4113101,-99.064722
house,150.0,137827.84,Distrito Federal,19.359668,-99.220902
apartment,44.0,61903.72,Distrito Federal,23.634501,-102.552788
apartment,110.0,99050.58,Distrito Federal,19.443486,-99.211871
apartment,56.0,44783.51,Distrito Federal,19.392349,-99.07093
apartment,69.0,34351.58,Distrito Federal,19.504602,-99.153096
house,280.0,94835.67,Distrito Federal,19.34343,-98.988029
house,253.0,105372.96,Distrito Federal,19.3211179,-99.0755302
house,550.0,1000000.0,Distrito Federal,19.404579758,-99.2446129024
house,550.0,697042.18,Distrito Federal,19.450604,-99.144306
house,700.0,395242.33,Quintana Roo,21.0707599686,-86.8510852754
apartment,55.0,34421.87,Distrito Federal,19.384327,-99.215523
apartment,90.0,120827.65,Distrito Federal,19.40099,-99.161174
apartment,220.0,430000.0,Quintana Roo,21.1184519879,-86.7688007344
house,59.0,34615.01,Distrito Federal,19.515243,-99.132178
apartment,98.0,233438.0,Distrito Federal,19.407187,-99.172405
apartment,97.0,129554.0,Quintana Roo,20.655981,-87.084119
apartment,90.0,120652.04,Distrito Federal,19.400959,-99.162199
house,79.0,66384.96,Distrito Federal,19.445241,-99.102692
apartment,50.0,34720.39,Distrito Federal,19.439037,-99.119514
apartment,127.0,83180.59,Distrito Federal,19.2990233,-99.0436467
house,195.0,299362.49,Distrito Federal,19.400249,-99.177444
apartment,118.0,254378.56,Distrito Federal,19.381729,-99.164986
apartment,146.0,209693.45,Quintana Roo,21.1492842346,-86.8211424351
apartment,115.0,99577.45,Distrito Federal,19.378233,-99.2054
apartment,243.0,417678.68,Distrito Federal,19.443851,-99.202732
apartment,49.0,44167.29,Distrito Federal,19.357981,-99.080612
apartment,226.0,753595.38,Distrito Federal,19.390415,-99.254997
house,108.0,94835.67,Distrito Federal,19.26328,-99.118411
apartment,147.0,216065.81,Quintana Roo,21.1217346614,-86.7687320709
apartment,70.0,90884.18,Distrito Federal,19.445816,-99.170462
apartment,90.0,39514.86,Distrito Federal,19.387651,-99.142257
house,200.0,98787.15,Distrito Federal,19.467705,-99.066788
apartment,42.0,25275.11,Distrito Federal,19.4306069,-99.0949899
apartment,147.0,439932.13,Distrito Federal,19.430132,-99.169144
